Index Coding (Basic Antidotes) Log File
2012/12/12 19:12:29

N	PIECES	numTDMA	numIndex	epsAvg	epsVec
12	1	31	18	0.44388	0.163	0.306	0.449	0.347	0.653	0.510	0.265	0.510	0.531	0.653	0.490	0.449
12	1	45	15	0.45417	0.083	0.250	0.350	0.383	0.700	0.583	0.167	0.583	0.650	0.667	0.517	0.517
12	1	29	12	0.45935	0.146	0.146	0.537	0.537	0.707	0.463	0.195	0.561	0.659	0.463	0.561	0.537
12	1	22	12	0.42157	0.118	0.118	0.559	0.618	0.382	0.529	0.294	0.500	0.529	0.529	0.529	0.353
12	1	20	12	0.41146	0.156	0.312	0.469	0.500	0.406	0.531	0.156	0.562	0.438	0.406	0.531	0.469
12	1	21	12	0.42424	0.091	0.242	0.485	0.455	0.576	0.424	0.273	0.545	0.576	0.606	0.394	0.424
12	1	17	12	0.34195	0.103	0.103	0.483	0.414	0.448	0.310	0.241	0.345	0.517	0.414	0.345	0.379
12	1	22	13	0.39524	0.086	0.114	0.486	0.429	0.514	0.571	0.200	0.514	0.429	0.571	0.343	0.486
12	1	26	24	0.39833	0.200	0.160	0.460	0.380	0.600	0.360	0.200	0.380	0.520	0.440	0.540	0.540
12	1	29	12	0.46748	0.122	0.244	0.463	0.610	0.512	0.488	0.171	0.488	0.610	0.537	0.683	0.683
12	1	21	12	0.41162	0.152	0.061	0.545	0.455	0.576	0.303	0.152	0.576	0.424	0.636	0.667	0.394
12	1	38	29	0.42413	0.194	0.313	0.507	0.299	0.582	0.388	0.179	0.522	0.478	0.552	0.537	0.537
12	1	18	13	0.35753	0.161	0.290	0.452	0.226	0.387	0.387	0.194	0.484	0.419	0.484	0.419	0.387
12	1	39	17	0.43750	0.036	0.125	0.429	0.393	0.696	0.518	0.196	0.571	0.589	0.607	0.500	0.589
12	1	20	12	0.39062	0.062	0.188	0.375	0.375	0.625	0.375	0.094	0.438	0.594	0.594	0.406	0.562
12	1	16	49	0.27564	0.046	0.108	0.277	0.092	0.846	0.215	0.092	0.262	0.431	0.369	0.338	0.231
12	1	29	16	0.39815	0.089	0.311	0.511	0.267	0.622	0.400	0.133	0.422	0.511	0.467	0.556	0.489
12	1	32	49	0.35905	0.025	0.210	0.346	0.272	0.741	0.457	0.185	0.444	0.420	0.432	0.457	0.321
12	1	24	17	0.40854	0.195	0.268	0.268	0.317	0.341	0.488	0.244	0.439	0.634	0.561	0.561	0.585
12	1	29	13	0.47024	0.143	0.286	0.476	0.310	0.667	0.571	0.190	0.571	0.643	0.619	0.619	0.548
